rank,global_cell_id,scan_name,image_name,xmin,ymin,xmax,ymax,skeleton_length,num_junctions,num_components,num_end_nodes,num_start_nodes,total_nodes,end_to_start_ratio,soma_area,soma_perimeter,soma_circularity,cell_area,cell_perimeter,cell_convex_hull_area,cell_convex_hull_perimeter,cell_solidity,cell_convexity,cell_circularity,cell_convex_circularity,branch_area,branch_perimeter,sholl_min_radius,sholl_peak_radius,sholl_max_radius,sholl_peak,sholl_sum,min_dist_to_known,x_row_position
65,tile_x46080_y47616_gray_matter_cell_0,2017-129_Iba1_Tp_B8_100,tile_x46080_y47616_gray_matter,4.390396,45.127777,171.0869,128.5293,181,5,4,10,3,13,3.333333333333333,699,117.49747383594512,0.6362532017143888,1798,463.546244263649,5307.5,313.9730476140976,0.3387658973151201,0.6773284251560469,0.1051510026129756,0.676573728119681,1118,552.3157962560654,15,24,76,8,181,3.8456749334370754,76182
66,tile_x70144_y47616_gray_matter_cell_3,2017-160_Iba1_Temporal_pole_Batch_6,tile_x70144_y47616_gray_matter,429.50592,241.94879,461.89648,289.3308,23,1,1,1,2,3,0.5,366,74.18376553058624,0.835743872604414,482,110.56854152679443,572.0,98.11517679691316,0.8426573426573427,0.8873697296001375,0.4954430496559865,0.7466782678061588,148,101.49747383594512,13,18,23,4,23,3.8306734122456363,92281
67,tile_x53248_y6656_gray_matter_cell_2,2014-048_Iba1_Temporal_pole_Batch_8,tile_x53248_y6656_gray_matter,324.9494,346.1292,469.51288,450.46185,176,3,4,6,3,9,2.0,392,95.49747383594512,0.5401472434403696,1125,479.1025931835175,6239.0,352.25216138362885,0.1803173585510498,0.7352332598389855,0.0615893106832507,0.6318551309363988,816,447.445739030838,15,25,97,10,176,3.802125301877855,7560
68,tile_x83968_y23040_gray_matter_cell_0,2017-063_Iba1_Temporal_pole_Batch_8,tile_x83968_y23040_gray_matter,43.503983,402.84583,112.3253,473.81464,98,2,1,3,0,3,0.0,230,55.11269783973694,0.9515560138810636,740,151.53910398483276,1154.5,162.17966759204865,0.6409701169337375,1.0702166195220533,0.404941375444059,0.5515831483508383,740,151.53910398483276,30,34,51,16,98,3.7910516614958203,68805
69,tile_x64000_y71680_gray_matter_cell_0,2014-048_Iba1_Temporal_pole_Batch_8,tile_x64000_y71680_gray_matter,185.53781,83.11216,250.77264,212.21616,85,0,5,4,6,10,0.6666666666666666,860,154.71067690849304,0.4515103838174331,1450,340.634556889534,3294.5,250.24252367019653,0.4401274852026104,0.7346363385889496,0.1570364458329219,0.6611152169486557,724,313.90663504600525,5,6,73,4,85,3.788009048713669,9946
70,tile_x55296_y54272_gray_matter_cell_1,2016-020_Iba1_Temporal_pole_Batch_8,tile_x55296_y54272_gray_matter,44.75592,232.89648,131.03712,425.36774,121,2,2,4,2,6,2.0,916,163.78174459934235,0.4291156482222167,1283,344.3919162750244,4048.0,322.0999850034714,0.3169466403162055,0.9352716187050362,0.1359347905945705,0.490307976610681,572,359.22034335136414,26,39,73,5,121,3.7837928736616075,23631
71,tile_x9728_y25088_gray_matter_cell_2,2017-014_Iba1_Temporal_pole_Batch_6,tile_x9728_y25088_gray_matter,283.58075,45.13565,400.31464,154.29074,325,9,4,11,1,12,11.0,373,73.5979790687561,0.86534027535383,1617,795.5950146913528,6592.0,296.8944685459137,0.2452973300970873,0.3731728619002124,0.0321022725572764,0.9397727547233278,1311,767.2102386951447,11,58,83,14,325,3.779017639346274,42819
72,tile_x4096_y14848_gray_matter_cell_1,2016-020_Iba1_Temporal_pole_Batch_8,tile_x4096_y14848_gray_matter,79.309875,374.604,277.34857,501.63068,378,7,4,11,4,15,2.75,391,72.5269113779068,0.9340889947292672,2267,763.6538897752762,13416.0,462.4002859592438,0.1689773404889684,0.605510286990506,0.0488504138901412,0.7884909728995566,1876,763.6538897752762,12,117,124,29,378,3.7555724218877966,20926
73,tile_x58368_y27136_gray_matter_cell_0,2017-026_Iba1_Temporal_pole_Batch_8,tile_x58368_y27136_gray_matter,91.69891,31.788345,256.5543,164.3252,214,5,2,7,2,9,3.5,250,58.87005722522736,0.9064856986407768,1177,413.9482651948929,6001.0,362.30835723876953,0.1961339776703882,0.8752503336816485,0.0863165737529648,0.5744824780316652,942,395.9482651948929,12,107,108,9,214,3.7511108019339843,48328
74,tile_x15360_y36352_gray_matter_cell_1,2017-063_Iba1_Temporal_pole_Batch_6,tile_x15360_y36352_gray_matter,230.59619,247.26167,378.2868,449.5417,267,4,2,6,2,8,3.0,305,64.5269113779068,0.9205088064516632,980,418.57568180561066,9734.5,400.0424907207489,0.1006728645539062,0.9557232015846808,0.0702890952328881,0.7643834375178981,702,431.3036036491394,12,71,90,12,267,3.7468690445396486,52762
75,tile_x61952_y22528_gray_matter_cell_2,2014-048_Iba1_Temporal_pole_Batch_8,tile_x61952_y22528_gray_matter,402.87573,377.46332,463.39563,508.5722,128,4,1,2,0,2,0.0,307,66.87005722522736,0.8627497652395765,816,300.5929267406464,2663.0,251.36292684078217,0.3064213293278258,0.8362236915097467,0.1134860574779624,0.529637322345777,616,253.62236428260803,12,86,109,9,128,3.7417650349093643,9329
76,tile_x15872_y20480_gray_matter_cell_1,2017-026_Iba1_Temporal_pole_Batch_8,tile_x15872_y20480_gray_matter,342.15228,256.40063,428.59943,323.5995,115,4,4,7,3,10,2.333333333333333,346,67.5979790687561,0.9515213518368334,1027,267.4802289009094,2721.5,205.03114926815036,0.3773654234796987,0.7665282406502877,0.1803835523007013,0.8135392496181534,686,304.9360725879669,11,49,57,10,115,3.7336571523616446,43650
77,tile_x57344_y27648_gray_matter_cell_2,2016-020_Iba1_Temporal_pole_Batch_8,tile_x57344_y27648_gray_matter,3.1664124,244.8628,114.74722,338.49304,185,6,2,6,3,9,2.0,1091,202.46803629398343,0.3344426632402303,1250,440.3330411911011,5136.5,287.5309040546417,0.2433563710697946,0.6529850752895365,0.0810134873620589,0.780742995763572,970,415.50461411476135,7,17,99,8,185,3.7300781766667264,24009
78,tile_x75264_y17408_gray_matter_cell_1,2017-026_Iba1_Temporal_pole_Batch_8,tile_x75264_y17408_gray_matter,14.908573,146.90234,125.780975,253.12357,184,5,3,6,3,9,2.0,277,61.11269783973694,0.932023195015732,1099,402.71781718730927,4467.5,278.6243119239807,0.2459988808058198,0.6918599079374453,0.0851541597515483,0.7231633488520579,841,416.3746713399887,10,50,63,11,184,3.7023012673286466,50270
79,tile_x76288_y56832_gray_matter_cell_1,2016-020_Iba1_Temporal_pole_Batch_8,tile_x76288_y56832_gray_matter,275.86017,315.67743,381.17206,462.1966,97,1,2,3,1,4,3.0,472,86.32590091228485,0.7959203774596528,674,323.36247873306274,2887.0,251.50615310668945,0.233460339452719,0.777783972005945,0.0810010241570606,0.5735343303348802,387,258.2497808933258,17,19,55,5,97,3.6894419427641876,26978
80,tile_x37888_y15360_gray_matter_cell_0,2017-160_Iba1_Temporal_pole_Batch_6,tile_x37888_y15360_gray_matter,272.97473,111.952126,358.4168,190.98605,93,2,5,7,5,12,1.4,431,80.5269113779068,0.835228009861286,898,273.66399443149567,1912.0,195.1041648387909,0.4696652719665272,0.7129332641807576,0.1506783574584427,0.6311966299235978,529,271.1787132024765,13,13,63,8,93,3.6417462826719826,87583
81,tile_x58368_y11264_gray_matter_cell_4,2017-129_Iba1_Tp_B8_100,tile_x58368_y11264_gray_matter,17.82486,202.03561,138.51544,273.58197,117,1,5,5,4,9,1.25,602,90.6690467596054,0.9202127696323088,1222,301.76449966430664,2718.0,220.09264528751373,0.4495952906548933,0.7293523444021828,0.168633858050888,0.7050960081823693,620,301.76449966430664,13,23,49,9,117,3.6368476230534807,77635
82,tile_x56832_y38400_gray_matter_cell_4,2016-020_Iba1_Temporal_pole_Batch_8,tile_x56832_y38400_gray_matter,1.8584595,164.15039,97.52683,275.4524,133,2,4,6,4,10,1.5,664,95.35533845424652,0.917672927035376,1177,283.1787132024765,4355.0,260.993488907814,0.270264064293915,0.921656454880492,0.1844442492468608,0.8034126719003899,520,302.4924215078354,16,29,55,10,133,3.632995965302768,23931
83,tile_x9216_y35840_gray_matter_cell_0,2017-026_Iba1_Temporal_pole_Batch_8,tile_x9216_y35840_gray_matter,197.77007,74.294464,351.08868,295.88834,258,8,2,10,2,12,5.0,253,56.87005722522736,0.9830215863299312,950,377.5634891986847,7136.5,491.8439340591431,0.1331184754431444,1.3026787497461672,0.0837439588387476,0.3707152868397146,706,388.0487704277039,10,127,149,9,258,3.61607235850332,51969
84,tile_x64000_y19456_gray_matter_cell_4,2017-129_Iba1_Tp_B8_100,tile_x64000_y19456_gray_matter,297.5794,126.22189,422.19226,300.87103,254,5,3,8,3,11,2.6666666666666665,856,134.76955199241638,0.5922431678313326,1310,481.64674949646,9179.5,409.2600128650665,0.142709297892042,0.8497099031456757,0.0709616805763047,0.6887002855638504,676,374.3919162750244,10,36,119,12,254,3.6155809716822147,78356
85,tile_x4608_y14848_gray_matter_cell_1,2014-048_Iba1_Temporal_pole_Batch_8,tile_x4608_y14848_gray_matter,280.4992,372.77032,355.93903,434.023,91,3,2,5,1,6,5.0,414,85.35533845424652,0.7140832196070862,1159,257.62236428260803,2492.5,188.97970712184903,0.4649949849548646,0.7335531899495381,0.2194452459961803,0.8770304817840896,745,303.66399443149567,15,21,40,9,91,3.6144086538109153,6023
86,tile_x67584_y38400_gray_matter_cell_1,2017-063_Iba1_Temporal_pole_Batch_8,tile_x67584_y38400_gray_matter,176.63507,48.747406,261.82306,239.03854,127,3,2,4,3,7,1.3333333333333333,1488,268.99494767189026,0.2584190639985744,1432,405.4629839658737,6751.0,392.1253740787506,0.212116723448378,0.967105234227138,0.1094587432766111,0.5517318813125065,334,248.89444243907928,19,66,111,10,127,3.596039036539352,66987
87,tile_x6144_y20480_gray_matter_cell_2,2017-129_Iba1_Tp_B8_100,tile_x6144_y20480_gray_matter,172.98965,10.505592,290.19476,106.80919,260,6,3,9,3,12,3.0,242,56.28427076339722,0.9599555918974624,1153,556.8427076339722,6267.5,301.7984812259674,0.1839648982848025,0.5419815633544182,0.0467276669925659,0.8647092541959506,936,554.0142805576324,9,44,63,22,260,3.5922795003466184,78054
88,tile_x70144_y21504_gray_matter_cell_0,2017-063_Iba1_Temporal_pole_Batch_6,tile_x70144_y21504_gray_matter,48.494965,192.47519,194.82083,318.26755,288,5,6,9,6,15,1.5,998,170.2670258283615,0.4325928184470581,1913,775.3523740768433,9007.0,382.232828617096,0.2123903630509603,0.4929795037671656,0.039987715358092,0.7747008957296101,1207,635.8132700920105,15,35,88,14,288,3.559004442416616,60506
89,tile_x30208_y41984_gray_matter_cell_0,2014-048_Iba1_Temporal_pole_Batch_8,tile_x30208_y41984_gray_matter,367.8753,252.79736,439.52942,391.2622,108,1,3,4,3,7,1.3333333333333333,436,80.66904675960541,0.8419426368164035,1375,324.9777027368545,3305.0,278.47317945957184,0.416036308623298,0.8568993414451607,0.1636083382268751,0.5355679517652012,949,380.6761870384216,13,17,88,3,108,3.5578943933663982,2538
90,tile_x23552_y10752_gray_matter_cell_1,2017-014_Iba1_Temporal_pole_Batch_6,tile_x23552_y10752_gray_matter,71.01022,390.00452,203.12585,471.17847,236,5,5,11,2,13,5.5,729,111.49747383594512,0.7368979302422712,2091,475.2030984163284,6291.5,324.30884635448456,0.3323531749185409,0.6824636611909368,0.1163604439405373,0.751703330268779,1362,587.5289993286133,15,28,69,9,236,3.5346366091643566,33711
91,tile_x89088_y18432_gray_matter_cell_1,2014-048_Iba1_Temporal_pole_Batch_8,tile_x89088_y18432_gray_matter,213.22968,168.81226,309.393,305.7891,125,3,5,8,4,12,2.0,743,101.25483322143556,0.9106828383480752,1285,341.90663504600525,3389.0,271.5797300338745,0.379167896134553,0.7943096219742332,0.138133155873869,0.5774132271754219,548,396.7766922712326,15,17,87,6,125,3.5274720225745493,14718
92,tile_x36864_y37888_gray_matter_cell_2,2017-014_Iba1_Temporal_pole_Batch_6,tile_x36864_y37888_gray_matter,30.38298,49.72249,147.83603,158.90068,263,9,3,13,2,15,6.5,391,74.04163014888763,0.8962613688432713,1420,567.1858534812927,7704.0,343.5525529384613,0.1843198338525441,0.6057142483892938,0.0554686284994425,0.8202377968886988,1119,570.0142805576324,11,54,103,14,263,3.525798160139146,36277
93,tile_x57856_y31232_gray_matter_cell_0,2014-048_Iba1_Temporal_pole_Batch_8,tile_x57856_y31232_gray_matter,107.22084,237.23419,237.3217,378.86383,156,2,5,7,5,12,1.4,1398,158.22539567947388,0.7017212924916366,3335,504.2741661071777,7424.0,343.4221775531769,0.44921875,0.6810227464243853,0.1648057130142348,0.7910267167483558,1938,640.8427076339722,17,38,73,6,156,3.518559969137983,8395
94,tile_x65536_y38400_gray_matter_cell_0,2017-063_Iba1_Temporal_pole_Batch_8,tile_x65536_y38400_gray_matter,331.66913,159.90509,466.1327,302.87268,116,0,5,3,7,10,0.4285714285714285,1028,183.5391039848328,0.383482689241312,1338,474.0731556415558,5153.0,333.42811942100525,0.2596545701533087,0.7033263019708049,0.074812686294997,0.5824592686728648,556,344.534051656723,26,49,81,7,116,3.504253443900154,66770
95,tile_x13312_y19456_gray_matter_cell_1,2017-063_Iba1_Temporal_pole_Batch_6,tile_x13312_y19456_gray_matter,142.99005,384.4001,229.93115,488.16864,99,1,5,6,5,11,1.2,313,63.69848430156708,0.9693843512359478,516,181.4385987520218,2114.0,205.9731193780899,0.2440870387890255,1.135222167691012,0.19697005188021,0.6261721596733493,235,200.1665205955505,9,13,55,6,99,3.499996632523253,52372
96,tile_x94208_y3584_gray_matter_cell_3,2017-014_Iba1_Temporal_pole_Batch_6,tile_x94208_y3584_gray_matter,102.84659,395.26776,141.37926,434.8081,17,0,1,1,1,2,1.0,375,74.28427076339722,0.8539794167411859,358,96.56854152679443,575.5,91.6640350818634,0.6220677671589921,0.9492121723349192,0.4824158252578536,0.8607107946924398,67,61.11269783973694,10,24,25,3,17,3.498668210883856,42559
97,tile_x7168_y46080_gray_matter_cell_0,2017-160_Iba1_Temporal_pole_Batch_6,tile_x7168_y46080_gray_matter,297.5666,109.402794,483.963,225.59372,322,5,4,9,4,13,2.25,461,86.91168737411499,0.76692770344117,1444,587.5878744125366,12374.5,448.07739210128784,0.1166915834983231,0.7625708623570054,0.0525571016390017,0.7745179014048942,1049,571.1025931835175,11,139,148,15,322,3.48204617251207,92602
98,tile_x61952_y39424_gray_matter_cell_0,2017-160_Iba1_Temporal_pole_Batch_6,tile_x61952_y39424_gray_matter,277.3615,323.4834,321.9693,354.96393,15,1,2,2,1,3,2.0,634,95.25483322143556,0.878061792609734,611,117.5979790687561,665.0,99.23819136619568,0.9187969924812032,0.8438766733242414,0.555202428936287,0.8485429473303502,94,87.01219260692596,14,21,22,5,15,3.480276435669783,91050
99,tile_x83968_y24576_gray_matter_cell_1,2017-063_Iba1_Temporal_pole_Batch_6,tile_x83968_y24576_gray_matter,359.78098,2.9155273,436.0845,128.26758,156,3,3,3,4,7,0.75,325,65.94112491607666,0.9392485248595968,1047,363.9898953437805,4135.5,286.06972658634186,0.2531737395719985,0.7859276596570222,0.0993065491857223,0.6350297729736408,749,386.9604578018189,10,25,95,17,156,3.4754270246401595,62354
100,tile_x74752_y47104_gray_matter_cell_1,2017-129_Iba1_Tp_B8_100,tile_x74752_y47104_gray_matter,195.84659,325.12988,307.44363,461.41187,232,3,6,9,6,15,1.5,782,118.22539567947388,0.7030643302333884,1547,478.6173119544983,8485.5,353.0430269241333,0.1823110011195569,0.7376311263845315,0.0848639751869145,0.8555236621335242,783,541.3868639469147,15,23,94,8,232,3.4738409749346904,79701
101,tile_x14336_y11776_gray_matter_cell_1,2017-026_Iba1_Temporal_pole_Batch_8,tile_x14336_y11776_gray_matter,194.44601,242.56934,299.8717,354.39984,171,5,3,7,3,10,2.333333333333333,244,60.28427076339722,0.8437070280932821,774,352.29141104221344,5008.0,301.2850692272186,0.154552715654952,0.8552154829318761,0.0783694347753909,0.6932964308861977,605,328.04877042770386,11,15,102,5,171,3.464525478536155,43495
102,tile_x80384_y16384_gray_matter_cell_3,2017-014_Iba1_Temporal_pole_Batch_6,tile_x80384_y16384_gray_matter,22.110283,30.97496,127.49955,142.14789,125,1,7,8,7,15,1.1428571428571428,643,141.53910398483276,0.4033368971852433,843,400.19090580940247,3917.0,257.4409132003784,0.2152157263211641,0.6432952609947337,0.0661459119133324,0.7426912391586772,482,314.3502861261368,17,20,56,8,125,3.458739469868836,41164
103,tile_x62464_y40448_gray_matter_cell_3,2017-129_Iba1_Tp_B8_100,tile_x62464_y40448_gray_matter,316.06134,239.03082,377.14313,366.23212,86,0,1,1,1,2,1.0,399,76.76955199241638,0.850755464587299,1003,234.1665205955505,2190.0,261.78143978118896,0.4579908675799087,1.117928554070864,0.2298588296652829,0.401583883213761,604,306.9360725879669,16,56,103,2,86,3.4560699382850384,78213
104,tile_x17408_y46080_gray_matter_cell_1,2017-129_Iba1_Tp_B8_100,tile_x17408_y46080_gray_matter,119.013885,232.82417,302.85898,372.37396,268,6,2,8,2,10,4.0,407,94.6690467596054,0.5706742345287976,1271,587.1269783973694,10477.5,436.29591369628906,0.1213075638272488,0.7431031612398546,0.046333098179471,0.6916800389302605,920,566.8843377828598,19,43,101,20,268,3.4554131864290665,70816
105,tile_x74752_y30720_gray_matter_cell_1,2016-020_Iba1_Temporal_pole_Batch_8,tile_x74752_y30720_gray_matter,45.16381,109.479385,241.76141,209.09209,381,11,3,14,2,16,7.0,440,80.76955199241638,0.8475536384018616,1620,720.8254626989365,12599.0,454.5395265817642,0.1285816334629732,0.6305819509758487,0.0391800187712663,0.7663067117907697,1208,732.4823168516159,10,120,126,21,381,3.4552467347183264,26742
106,tile_x17408_y41472_gray_matter_cell_0,2017-063_Iba1_Temporal_pole_Batch_6,tile_x17408_y41472_gray_matter,405.78583,353.4143,488.05963,423.12634,74,1,3,4,3,7,1.3333333333333333,413,81.01219260692596,0.7907863105038246,785,245.0365778207779,2185.0,194.37436604499817,0.3592677345537757,0.7932463298894317,0.1642924794108141,0.7267471302119509,424,239.13708305358887,14,22,40,7,74,3.4534362089329265,53101
107,tile_x76800_y25088_gray_matter_cell_0,2017-063_Iba1_Temporal_pole_Batch_8,tile_x76800_y25088_gray_matter,48.80857,174.30411,209.017,240.72049,194,7,4,12,2,14,6.0,602,117.15432798862456,0.5511752158683221,1458,494.9604578018189,4668.5,324.9270738363266,0.3123058798329228,0.6564707719872579,0.074787045854694,0.5556680524358711,1086,476.2325359582901,10,23,123,8,194,3.4489882567114796,68202
108,tile_x24064_y49664_gray_matter_cell_7,2017-160_Iba1_Temporal_pole_Batch_6,tile_x24064_y49664_gray_matter,28.919476,16.523117,57.852703,98.632355,44,2,3,3,1,4,3.0,732,116.28427076339722,0.6802663640691888,761,249.9655101299286,1314.0,171.6516615152359,0.5791476407914764,0.6867013830268575,0.1530503551823747,0.5604142968162165,261,148.22539567947388,21,53,53,6,44,3.443867199256892,84501
109,tile_x57856_y40960_gray_matter_cell_2,2016-020_Iba1_Temporal_pole_Batch_8,tile_x57856_y40960_gray_matter,18.958618,172.79834,155.80084,332.71127,207,1,4,5,4,9,1.25,303,63.94112491607666,0.931305027510399,647,318.20815074443817,6660.0,349.83425426483154,0.0971471471471471,1.0993881000420795,0.0802955625860233,0.6838477624514134,447,264.6518018245697,10,12,106,5,207,3.4421889097657767,24106
110,tile_x40448_y35328_gray_matter_cell_0,2017-129_Iba1_Tp_B8_100,tile_x40448_y35328_gray_matter,284.05957,352.83328,393.01013,465.9147,95,0,2,2,2,4,1.0,1141,172.61017167568207,0.481241131722727,1844,379.64674949646,4735.0,286.7339833974838,0.3894403379091869,0.7552652137224672,0.1607723682130951,0.723721560838474,729,438.6173119544983,28,44,69,12,95,3.4409833387567077,75258
111,tile_x24064_y65024_gray_matter_cell_3,2017-129_Iba1_Tp_B8_100,tile_x24064_y65024_gray_matter,64.175064,125.87635,133.91437,267.68616,176,4,1,5,1,6,5.0,773,105.84061968326569,0.8671307953989994,1790,521.0437180995941,4271.5,294.9676797389984,0.419056537516095,0.5661092716266416,0.0828542072835855,0.6169378430810384,1038,602.2985513210297,16,41,111,7,176,3.440447665216118,72092
112,tile_x71168_y23040_gray_matter_cell_2,2016-020_Iba1_Temporal_pole_Batch_8,tile_x71168_y23040_gray_matter,135.5423,295.11804,212.78735,363.62225,91,0,3,2,4,6,0.5,303,62.87005722522736,0.9633071443195385,611,160.95331752300262,1928.5,174.27855217456818,0.3168265491314493,1.0827894376868696,0.2963815800142225,0.7978874250282992,317,185.68123936653137,9,14,48,11,91,3.4396663980603135,26181
113,tile_x59392_y73216_gray_matter_cell_0,2014-048_Iba1_Temporal_pole_Batch_8,tile_x59392_y73216_gray_matter,259.9561,329.51373,380.88022,434.9328,179,4,4,7,5,12,1.4,452,77.5979790687561,0.9432948800499134,1304,378.6761870384216,4042.0,269.3123582601547,0.3226125680356259,0.7111943329904435,0.114275061705398,0.7003152884909104,857,449.2030984163284,12,32,60,10,179,3.431913979622053,8818
114,tile_x48640_y18432_gray_matter_cell_0,2016-020_Iba1_Temporal_pole_Batch_8,tile_x48640_y18432_gray_matter,193.0896,90.46962,311.34033,225.81648,139,2,5,8,4,12,2.0,735,111.29646337032318,0.7456490602572753,935,325.0782079696655,7780.0,354.1140077114105,0.1201799485861182,1.0893194284633636,0.1111848874846388,0.7796563995175213,477,273.37972366809845,14,18,82,9,139,3.4086077678720774,22473
